mode_index,m,n,q,q2,n_valid_segments,best_mean_abs_DeltaF,best_rms_DeltaF,best_K_span,best_F_span,best_n_points,best_branch_id,best_root_id,best_kind_id,best_curve_id
183,7,13,0.23274717512957135,0.054171247530795365,4,0.0028341634055435408,0.0029513128669247002,0.044601426334000514,0.052611873461743765,1530,1,1,1,1
184,13,7,0.23274717512957135,0.054171247530795365,4,0.0028341634055435408,0.0029513128669247002,0.044601426334000514,0.052611873461743765,1530,1,1,1,1
185,5,14,0.23425887311448085,0.054877219632866438,4,0.0028751046049700301,0.002990808272014115,0.044230052420213169,0.051873678184904043,1510,1,1,1,1
186,14,5,0.23425887311448085,0.054877219632866438,4,0.0028751046049700301,0.002990808272014115,0.044230052420213169,0.051873678184904043,1510,1,1,1,1
187,10,11,0.23441747159444323,0.054951550988731598,4,0.0028808195540934553,0.0029963394034648533,0.044229801109747745,0.051873532721319913,1511,1,1,1,1
188,11,10,0.23441747159444323,0.054951550988731598,4,0.0028808195540934553,0.0029963394034648533,0.044229801109747745,0.051873532721319913,1511,1,1,1,1
189,0,15,0.23625056391781593,0.055814328951486032,4,0.0029320372336502603,0.0030454973019542601,0.043954997603737153,0.051744538392160408,1498,1,1,1,1
190,15,0,0.23625056391781593,0.055814328951486032,4,0.0029320372336502603,0.0030454973019542601,0.043954997603737153,0.051744538392160408,1498,1,1,1,1
191,9,12,0.23650526372350561,0.055934739768924935,4,0.0029399740279486652,0.0030531900891759972,0.043904633408259217,0.051143751849336026,1496,1,1,1,1
192,12,9,0.23650526372350561,0.055934739768924935,4,0.0029399740279486652,0.0030531900891759972,0.043904633408259217,0.051143751849336026,1496,1,1,1,1
193,1,15,0.23677742695656495,0.056063549916171455,4,0.0029450021298672068,0.0030582958458926788,0.043637510140086447,0.051085795107075102,1500,1,1,1,1
194,15,1,0.23677742695656495,0.056063549916171455,4,0.0029450021298672068,0.0030582958458926788,0.043637510140086447,0.051085795107075102,1500,1,1,1,1
195,2,15,0.23835089825536321,0.056811150699138502,4,0.0029872665809921664,0.0030987214317579285,0.043315867324078675,0.051008550378742988,1483,1,1,1,1
196,15,2,0.23835089825536321,0.056811150699138502,4,0.0029872665809921664,0.0030987214317579285,0.043315867324078675,0.051008550378742988,1483,1,1,1,1
197,6,14,0.24003173816443724,0.057615235326240959,4,0.0030302246930101625,0.0031402715478833368,0.043000268398821789,0.050410374670751726,1463,1,1,1,1
198,14,6,0.24003173816443724,0.057615235326240959,4,0.0030302246930101625,0.0031402715478833368,0.043000268398821789,0.050410374670751726,1463,1,1,1,1
199,8,13,0.24062600087699448,0.05790087229805535,4,0.0030403288803947572,0.0031510235214614866,0.042999478739922554,0.050409360653984651,1457,1,1,1,1
200,13,8,0.24062600087699448,0.05790087229805535,4,0.0030403288803947572,0.0031510235214614866,0.042999478739922554,0.050409360653984651,1457,1,1,1,1
